artist,href,style,country
SUSPENSION SOLAR,10963,Crossover Prog,Argentina
SUSPIRIUM,12241,Progressive Electronic,United Kingdom
SUSPYRE,3455,Progressive Metal,United States
SUSSITA,3571,Prog Folk,Israel
SUSTAIN,10297,Symphonic Prog,Netherlands
"SUTOH, MITSURU",7511,Jazz Rock/Fusion,Japan
SUTRAH,11831,Tech/Extreme Prog Metal,Canada
SUUK,5725,Psychedelic/Space Rock,Estonia
SVANFRIDUR,2233,Heavy Prog,Iceland
SVANN,1352,Prog Related,Poland
SVARTBAG,4583,Psychedelic/Space Rock,Denmark
SVENSKA PSYKVÄNNER,12238,Psychedelic/Space Rock,Sweden
SVETAMUZIKA,9709,Jazz Rock/Fusion,Russia
"SVILPA, ROBERT",4954,Neo-Prog,United States
SVNTAX ERROR,11900,Psychedelic/Space Rock,Australia
"SWAN CHORUS, THE",11120,Crossover Prog,United Kingdom
"SWANÖ, DAN",1903,Tech/Extreme Prog Metal,Sweden
SWANS,8630,Post Rock/Math rock,United States
SWAPPERS ELEVEN,11466,Neo-Prog,Multi-National
SWARA SAMRAT,7599,Krautrock,Germany
SWARM OF THE LOTUS ,3878,Experimental/Post Metal,United States
"SWARM OF THE SUN, A",4067,Experimental/Post Metal,Sweden
"SWART, PETER",9093,Crossover Prog,Netherlands
SWEDENBORG RAUM,9824,Psychedelic/Space Rock,Germany
SWEDISH FAMILY,1966,Symphonic Prog,Sweden
SWEEK,3717,Post Rock/Math rock,Belgium
SWEEP THE LEG JOHNNY,3690,Post Rock/Math rock,United States
SWEET FINGERS,6661,Crossover Prog,Mexico
SWEET HOLE,9170,Heavy Prog,Spain
SWEET MOTHER LOGIC,6599,Post Rock/Math rock,Canada
SWEET POTATO,7340,RIO/Avant-Prog,United Kingdom
SWEET SMOKE,1054,Psychedelic/Space Rock,United States
SWEETWATER,2568,Proto-Prog,United States
SWEGAS,12696,Jazz Rock/Fusion,United Kingdom
SWEVEN,11620,Tech/Extreme Prog Metal,Sweden
SWIADECTWO DOJRZALOSCI,10144,Jazz Rock/Fusion,Poland
SWIFAN EOLH & THE MUDRA CHOIR,10798,Eclectic Prog,Norway
SWIM IN STYX,5885,Tech/Extreme Prog Metal,France
SWIMS,3385,Post Rock/Math rock,United States
SWINGERS,9631,Post Rock/Math rock,Belgium
SWITCH OPENS,5291,Experimental/Post Metal,Sweden
SWRM,12523,Krautrock,United States
SYBAX,9261,Post Rock/Math rock,France
SYBERIA,11406,Post Rock/Math rock,Spain
SYD ARTHUR,6762,Crossover Prog,United Kingdom
SYDERAL OVERDRIVE,6987,Progressive Metal,Italy
SYDERALUS,9738,Experimental/Post Metal,Argentina
SYK,9679,Tech/Extreme Prog Metal,Italy
SYKOFANT,12742,Heavy Prog,Norway
SYLBAT,3867,Eclectic Prog,France
SYLVAN,323,Neo-Prog,Germany
"SYLVAN, NAD",9720,Crossover Prog,Sweden
SYLVIA BLISS,8217,Eclectic Prog,United States
"SYLVIAN, DAVID",1393,Crossover Prog,United Kingdom
SYLVIUM,8241,Heavy Prog,Netherlands
SYMBYOSIS,4207,Progressive Metal,France
SYMFINITY,7806,Crossover Prog,United States
SYMMETRY/SYMMETRY,7766,Crossover Prog,United States
SYMPHONIC HAZE,9594,Crossover Prog,United States
SYMPHONIC SLAM,471,Prog Related,Canada
SYMPHONY,9368,Progressive Metal,Poland
SYMPHONY X,325,Progressive Metal,United States
SYMPOZION,2339,Jazz Rock/Fusion,Israel
"SYN, THE",2137,Psychedelic/Space Rock,United Kingdom
SYNANTHESIA,3133,Prog Folk,United Kingdom
SYNAPSE,12060,Progressive Metal,France
SYNCAGE,10416,Eclectic Prog,Italy
SYNCATTO,11954,Progressive Metal,United States
SYNCOPATED SILENCE,11139,Zeuhl,Russia
SYNCOPE,6256,Jazz Rock/Fusion,Canada
SYNCRISIS,8368,Jazz Rock/Fusion,Germany
SYNCROMIND PROJECT,7226,Progressive Metal,Germany
SYNDÉRESI,7143,Rock Progressivo Italiano,Italy
SYNDONE,2197,Rock Progressivo Italiano,Italy
SYNE,11860,Heavy Prog,Italy
SYNEMA,399,Crossover Prog,United States
SYNERGY,1825,Prog Related,United States
SYNERGY PROTOCOL,10053,Progressive Metal,Netherlands
SYNESTHESIA,9761,Progressive Metal,France
SYNESTHESIA,8594,Progressive Metal,Dominican Republic
SYNKOKE,5258,RIO/Avant-Prog,Norway
SYNKOPY,4118,Eclectic Prog,Czech Republic
SYNOPSIS,4025,Symphonic Prog,France
SYNOPSIS,990,Prog Related,Estonia
SYNTHESAX,10743,Jazz Rock/Fusion,Germany
SYRIAK,9312,Neo-Prog,Venezuela
SYRINX,8484,Progressive Electronic,Canada
SYRINX,767,Jazz Rock/Fusion,France
SYRIUS,6386,Eclectic Prog,Hungary
SYSTEMS THEORY,4655,Psychedelic/Space Rock,United States
SYZYGY,714,Crossover Prog,United States
SYZYGY,3148,Progressive Metal,Australia
"SZCZUREK, WITOLD",11863,Jazz Rock/Fusion,Poland
SZELA,12336,Prog Folk,Poland
SZENTENDRE,6606,RIO/Avant-Prog,France
"SZOBEL, HERMANN",9787,RIO/Avant-Prog,Austria
T,887,Neo-Prog,Germany
T-TAURI,1286,Symphonic Prog,Netherlands
T.A.O.,8525,Progressive Metal,Poland
T.A.P,12586,Eclectic Prog,United States
T.O.C.,4201,Progressive Metal,Finland
T.O.O.H.!,2742,Tech/Extreme Prog Metal,Czech Republic
T.PHAN,5366,Crossover Prog,France
T.R.A.M.,7325,Jazz Rock/Fusion,United States
T2,2188,Heavy Prog,United Kingdom
TAAL,434,Eclectic Prog,France
"TÁBANOS EXPERIENCE, LOS",10911,Psychedelic/Space Rock,Chile
"TABATA, MITSURU",6916,Krautrock,Japan
TABLETOM,10272,Jazz Rock/Fusion,Spain
TABOO STU,7104,Psychedelic/Space Rock,United States
TABULA RASA,10223,Crossover Prog,United States
TABULA RASA,1308,Symphonic Prog,Finland
TABULA SMARAGDINA,5747,Symphonic Prog,Hungary
TACITA INTESA,9017,Rock Progressivo Italiano,Italy
TACO,6061,RIO/Avant-Prog,Japan
TACOMA NARROWS BRIDGE DISASTER,7293,Experimental/Post Metal,United Kingdom
TAD MOROSE,1864,Progressive Metal,Sweden
TAELUS,9046,Crossover Prog,Germany
"TAG, TOBIAS",12630,Prog Folk,Finland
"TAGLIAPIETRA, ALDO",7837,Prog Related,Italy
TAGYERIT,1068,Eclectic Prog,United States
TAÏ PHONG,1384,Symphonic Prog,France
TAI SHAN,6463,Crossover Prog,Finland
TAIGA,6684,Crossover Prog,United States
TAIKA,8397,Crossover Prog,Japan
TAINE,6130,Tech/Extreme Prog Metal,Romania
TAIPUVA LUOTISUORA,2815,Psychedelic/Space Rock,Finland
TAIRIKUOTOKO VS SANMYAKUONNA,6678,RIO/Avant-Prog,Japan
TAJ-MAHAL TRAVELLERS,2583,Psychedelic/Space Rock,Japan
"TAKAHASHI, JUTA",5469,Progressive Electronic,Japan
TAKE ME FAR AWAY,9985,Heavy Prog,Russia
"TAKEDA, RISA",12822,Eclectic Prog,Japan
TAKO,884,Psychedelic/Space Rock,Yugoslavia
TALAMASCA,1451,Prog Folk,United States
TÁLAMO,10752,Post Rock/Math rock,Spain
TALANAS,6219,Tech/Extreme Prog Metal,United Kingdom
TALC,8177,Crossover Prog,Switzerland
TALE,1450,Neo-Prog,Multi-National
TALE,5009,Neo-Prog,Italy
TALE CUE,326,Neo-Prog,Italy
TALE OF DIFFUSION,5422,Neo-Prog,Poland
TALES FROM THE SKY,12597,Progressive Metal,Canada
TALI TOKÉ,9514,RIO/Avant-Prog,Belgium
TALIESIN,5032,Progressive Metal,Australia
TALIESYN,8667,Neo-Prog,Germany
TALISMA,751,Crossover Prog,Canada
TALITHA QUMI,5606,Prog Folk,Romania
TALK TALK,1129,Crossover Prog,United Kingdom
TALKING HEADS,5826,Prog Related,United States
"TALLARITA, FRANCO",11427,Jazz Rock/Fusion,Italy
TAMALONE,5122,Prog Folk,Netherlands
TAMAM SHUD,5732,Crossover Prog,Australia
TAMANDUA,5092,RIO/Avant-Prog,United States
TAMARISK,8331,Neo-Prog,United Kingdom
TAMARUGO,4260,Prog Folk,Chile
"TAMAS, JONAS",9908,Progressive Metal,Hungary
TAMMATOYS,11553,Neo-Prog,Norway
TAMOUZ,2234,Prog Related,Israel
TAN FRIO EL VERANO,9302,Post Rock/Math rock,Venezuela
TANGENT PLANE,6477,Progressive Metal,Germany
"TANGENT, THE",644,Eclectic Prog,Multi-National
TÁNGER,415,Eclectic Prog,Argentina
TANGERINE,3550,Prog Folk,France
TANGERINE CIRCUS,9568,Progressive Metal,Mexico
TANGERINE DREAM,1295,Progressive Electronic,Germany
TANGLE,12713,Jazz Rock/Fusion,Italy
TANGLE EDGE,1672,Psychedelic/Space Rock,Norway
TANGLED THOUGHTS OF LEAVING,4743,Post Rock/Math rock,Australia
TANGRAM,7631,Progressive Electronic,Hungary
TANNED LEATHER,2315,Psychedelic/Space Rock,Germany
TANTALUS,419,Prog Related,United Kingdom
TANTOR,5941,Jazz Rock/Fusion,Argentina
TANTRA,6690,Psychedelic/Space Rock,Argentina
TANTRA,327,Symphonic Prog,Portugal
TANTRIC BILE,12808,Tech/Extreme Prog Metal,United States
TANZ,9622,RIO/Avant-Prog,Italy
TAOTOPIA,10491,Progressive Metal,France
TAPE,10608,Post Rock/Math rock,Sweden
TAPETTO TRACI,5231,RIO/Avant-Prog,France
TAPROBAN,1258,Rock Progressivo Italiano,Italy
TARAMIS,7470,Tech/Extreme Prog Metal,Australia
TARANTULA,2684,Symphonic Prog,Spain
TARANTULA AD,8106,Post Rock/Math rock,United States
TARANTULA HAWK,8548,Experimental/Post Metal,United States
TARDIVE DYSKINESIA,6192,Tech/Extreme Prog Metal,Greece
TARENTEL,2582,Post Rock/Math rock,United States
TARENTULE,3532,Prog Folk,France
TARKUS,1448,Symphonic Prog,Brazil
TAROTPLANE,11008,Krautrock,United States
TARTAR LAMB,3460,RIO/Avant-Prog,United States
TARUJEN SAARI,9125,Prog Folk,Finland
TASAVALLAN PRESIDENTTI,854,Jazz Rock/Fusion,Finland
TASER,10118,Progressive Metal,Spain
TASHA-YAR,6662,Psychedelic/Space Rock,United States
"TASHEV PROJECT, THE ANTONI ",10202,Post Rock/Math rock,Bulgaria
TASKAHA,11510,Neo-Prog,Norway
"TASSLER, STEVE",5428,Neo-Prog,United States
TASTE OF BLUES,7720,Krautrock,Sweden
TATRAN,9480,Jazz Rock/Fusion,Israel
TAU CETI,1418,Jazz Rock/Fusion,Brazil
TAUK,9264,Crossover Prog,United States
TAURUS,8022,Symphonic Prog,Chile
TAURUS (NETHERLANDS),8655,Symphonic Prog,Netherlands
TAURUS AND PISCES,4632,Neo-Prog,Netherlands
"TAUSIG, JAY",10334,Psychedelic/Space Rock,United States
TAYLOR'S FREE UNIVERSE,4591,RIO/Avant-Prog,Denmark
TAYLOR'S UNIVERSE,4590,RIO/Avant-Prog,Denmark
"TAYLOR, LOU MAXWELL ",2052,Prog Folk,United States
"TAYLOR, MICHAEL-ALAN",10881,Crossover Prog,United Kingdom
"TAYLOR, ROBIN",2861,RIO/Avant-Prog,Denmark
TCP,5025,Eclectic Prog,United States
TDW / DREAMWALKERS INC.,4083,Heavy Prog,Netherlands
TÉ,4603,Post Rock/Math rock,Japan
TEA,6699,Heavy Prog,Switzerland
TEA AND SYMPHONY,1982,Prog Folk,United Kingdom
"TEA CLUB, THE",4144,Crossover Prog,United States
TEA FOR TWO,400,Crossover Prog,Germany
TEA IN THE SAHARA,328,Neo-Prog,Germany
"TEA PARTY, THE",6121,Crossover Prog,Canada
TEAM ME,7643,Crossover Prog,Norway
TEARPALM,8016,Krautrock,Serbia
TEDDYBJÖRN BAND,10961,RIO/Avant-Prog,Sweden
TEE (THE EARTH EXPLORER),4991,Neo-Prog,Japan
TEETH OF THE SEA,6194,Psychedelic/Space Rock,United Kingdom
TEITAN,12584,Experimental/Post Metal,Netherlands
TELAIO MAGNETICO,2859,Progressive Electronic,Italy
TELEGRAPH,10635,Psychedelic/Space Rock,Israel
TELEHARMONIUM,10352,Crossover Prog,Canada
TELEPATH,11221,Heavy Prog,Norway
TELEPATHY,8972,Experimental/Post Metal,United Kingdom
TELEPLASMISTE,12870,Progressive Electronic,United Kingdom
TELERGY,7867,Crossover Prog,United States
TELESCOPE ROAD,12512,Eclectic Prog,Multi-National
TELESCREEN,4986,Crossover Prog,United States
TELIOF,2839,Eclectic Prog,Israel
TELLAH,1452,Eclectic Prog,Brazil
TELLUS REQUIEM,6457,Progressive Metal,Norway
TEMIC,12642,Progressive Metal,Norway
TEMISTO,12254,Tech/Extreme Prog Metal,Sweden
TÉMPANO,329,Crossover Prog,Venezuela
TEMPEL,8788,Experimental/Post Metal,United States
TEMPEST,330,Prog Folk,United States
TEMPEST,1293,Heavy Prog,United Kingdom
"TEMPIO DELLE CLESSIDRE, IL",5919,Rock Progressivo Italiano,Italy
TEMPLE,4898,Krautrock,Germany
TEMPLE GARDEN,11732,Psychedelic/Space Rock,United States
TEMPLE OF SWITCHES,9646,Crossover Prog,United States
TEMPLE OF THE SMOKE,6548,Psychedelic/Space Rock,Serbia
TEMPLES,7345,Psychedelic/Space Rock,Finland
TEMPUS FUGIT,331,Symphonic Prog,Brazil
TEMPUS FUSION,8246,Progressive Metal,United Kingdom
TEN JINN,332,Crossover Prog,United States
TEN SECONDS,11340,Eclectic Prog,United Kingdom
TENA NOVAK,3733,Post Rock/Math rock,Croatia
"TENCH PROJECT, COLIN",9840,Crossover Prog,United Kingdom
TENDERTON,10432,Symphonic Prog,Norway
TENEBRAE,8781,Rock Progressivo Italiano,Italy
TENEBRE,3387,Post Rock/Math rock,United States
TENEBRIS,6191,Tech/Extreme Prog Metal,Poland
TENHI,3002,Prog Folk,Finland
TENKO,6011,RIO/Avant-Prog,Japan
TENMIDNIGHT,5685,Crossover Prog,Italy
TENOCHTITLAN,6016,Experimental/Post Metal,Russia
"TEOREMI, I",1474,Rock Progressivo Italiano,Italy
TEPHRA,3661,Experimental/Post Metal,Germany
TER'AZUR,7830,Crossover Prog,Germany
TERA MELOS,3337,Post Rock/Math rock,United States
TERADÉLIE,9516,Crossover Prog,France
"TERÇO, O",275,Symphonic Prog,Brazil
"TERENZI, DR. FIORELLA",8954,Progressive Electronic,Italy
TERMINAL DEGREE,11298,Heavy Prog,United States
TERMINAL FUNCTION,4272,Tech/Extreme Prog Metal,Sweden
TERMINAL LOVERS,7931,Psychedelic/Space Rock,United States
TERMS,12485,Post Rock/Math rock,United States
TERPANDRE,979,Symphonic Prog,France
TERRA MYSTICA,1551,Prog Folk,Slovenia
TERRA ODIUM,11833,Progressive Metal,Norway
TERRA TENEBROSA,8330,Experimental/Post Metal,Sweden
TERRACED GARDEN,7518,Crossover Prog,Canada
TERRACID,11914,Krautrock,Australia
TERRAFORMATION,7552,Post Rock/Math rock,United States
TERRAFORMER,6017,Post Rock/Math rock,Belgium
TERRAMATER,9244,Crossover Prog,Norway
TERRENO BALDIO,2220,Eclectic Prog,Brazil
TERU'S SYMPHONIA,560,Symphonic Prog,Japan
TESA,4853,Experimental/Post Metal,Latvia
TESIS ARSIS,2066,Symphonic Prog,Brazil
TESKA INDUSTRIJA,2499,Heavy Prog,Yugoslavia
TESSERACT,5811,Progressive Metal,United Kingdom
TESSERACT,1399,Jazz Rock/Fusion,United States
TESSERAKT,5003,Progressive Metal,Poland
"TESTA, STEFANO",4570,Rock Progressivo Italiano,Italy
TESTET ÖLT,7594,Psychedelic/Space Rock,Multi-National
TETELESTAI,9909,Neo-Prog,United States
TETRA,11125,Progressive Electronic,Canada
TETRAFUSION,4606,Experimental/Post Metal,United States
TETRAGON,1809,Jazz Rock/Fusion,Germany
TETRASUN,12460,Psychedelic/Space Rock,Finland
TEXEL,10647,Symphonic Prog,Multi-National
TEXTBOOK OF MODERN KARATE,7390,RIO/Avant-Prog,Italy
TEXTURES,2483,Tech/Extreme Prog Metal,Netherlands
TFVSJS,11390,Post Rock/Math rock,China
THABU,8015,Progressive Metal,Argentina
THALASSA,7522,Neo-Prog,France
THANATOSCHIZO,4199,Experimental/Post Metal,Portugal
THANECO,12064,Progressive Electronic,Greece
THANK YOU SCIENTIST,6464,Crossover Prog,United States
THANTIFAXATH,8989,Tech/Extreme Prog Metal,Canada
THAT'S RUGBY,7648,Crossover Prog,United States
THAYKHAY,3916,Heavy Prog,Spain
THEATER OF THE ABSURD,6021,Progressive Metal,United States
THEATRE,1125,Neo-Prog,Italy
THEDEEPSTATE,11911,Crossover Prog,United Kingdom
"THEIL, BOB",9001,Prog Folk,United Kingdom
THEIR DOGS WERE ASTRONAUTS,9707,Progressive Metal,Austria
"THELEN, STEPHAN",10784,RIO/Avant-Prog,United States
THEM MOOSE RUSH,11467,Heavy Prog,Croatia
"THEM, ROARING TWENTIES",8648,Post Rock/Math rock,United States
THEMATIC,9072,Heavy Prog,United States
THENCE,6852,Experimental/Post Metal,Finland
THENEWNO2,8748,Crossover Prog,United Kingdom
THEO,9542,Crossover Prog,United States
THEO TRAVIS' DOUBLE TALK,9669,Jazz Rock/Fusion,United Kingdom
THEOCRACY,2986,Progressive Metal,United States
"THEORIE DES CORDES, LA",7869,Jazz Rock/Fusion,France
THEORY IN PRACTICE,2600,Tech/Extreme Prog Metal,Sweden
THEORY OF AFFECT,4006,Heavy Prog,Russia
THEORY OF ELEMENTS,6834,Progressive Metal,Germany
THEORY OF ONE,4241,Progressive Metal,United States
THEOS,11956,Experimental/Post Metal,United States
THERE IS NO TIME,11901,Psychedelic/Space Rock,United States
THERHYTHMISODD,6426,Heavy Prog,Sweden
THERION,1123,Progressive Metal,Sweden
THERMODERM,12761,Post Rock/Math rock,United Kingdom
THESE MONSTERS,8108,Post Rock/Math rock,United States
THESE NEW PURITANS,9345,Crossover Prog,United Kingdom
THESE TRAILS,10851,Prog Folk,United States
THESSERA,2798,Progressive Metal,Brazil
THETA,445,Symphonic Prog,Japan
THETA NAUGHT,8107,Post Rock/Math rock,United States
THEY,10917,Eclectic Prog,United States
"THIBAULT, LAURENT",3225,Zeuhl,France
THIEVES' KITCHEN,438,Eclectic Prog,United Kingdom
THINGS FALLING APART,9319,Post Rock/Math rock,United States
THINK,5979,Crossover Prog,New Zealand
THINK,2802,Krautrock,Germany
THINK FLOYD,650,Psychedelic/Space Rock,United Kingdom
THINK TREE,6943,Crossover Prog,United States
THINKING FELLERS UNION LOCAL 282,7313,RIO/Avant-Prog,United States
THINKING PLAGUE,685,RIO/Avant-Prog,United States
THIRD EAR BAND,1745,Indo-Prog/Raga Rock,United Kingdom
"THIRD ENDING, THE",3104,Crossover Prog,Australia
"THIRD ESTATE, THE",3583,Prog Folk,United States
THIRD EYE,6209,Progressive Metal,Denmark
THIRD EYE,12385,Jazz Rock/Fusion,Netherlands
"THIRD GRADE, THE",11578,Progressive Metal,Spain
THIRD ION,9914,Progressive Metal,Canada
THIRD QUADRANT,1126,Neo-Prog,United Kingdom
THIRSTY MOON,1039,Jazz Rock/Fusion,Germany
THIRTEEN OF EVERYTHING,1683,Symphonic Prog,United States
"THIRTEENTH SUN, THE",10178,Progressive Metal,Romania
THIS HEAT,2510,RIO/Avant-Prog,United Kingdom
THIS IS A PROCESS OF A STILL LIFE,8073,Post Rock/Math rock,United States
THIS IS YOUR CAPTAIN SPEAKING,4363,Post Rock/Math rock,Australia
THIS MISERY GARDEN,5172,Progressive Metal,Switzerland
THIS ONENESS,11642,Eclectic Prog,United States
THIS TOWN NEEDS GUNS,6778,Crossover Prog,United Kingdom
THIS WILL DESTROY YOU,3890,Post Rock/Math rock,United States
THIS WINTER MACHINE,10028,Neo-Prog,United Kingdom
THISTLETOWN,7005,Prog Folk,United Kingdom
THOBY LOTH,9098,Prog Folk,Finland
THÖDOL,10834,Heavy Prog,France
"THOLLOT, FRANÇOIS",3008,Zeuhl,France
"THOLLOT, JACQUES",4055,RIO/Avant-Prog,France
THOLUS,4753,Tech/Extreme Prog Metal,United States
THOMAS FLINTER,10991,Jazz Rock/Fusion,Netherlands
"THOMAS, SAM",10327,Post Rock/Math rock,United Kingdom
"THOMPSON'S PARAPHERNALIA, BARBARA",5173,Jazz Rock/Fusion,United Kingdom
"THOMSON, GLENN",8042,Crossover Prog,Australia
THONK,915,RIO/Avant-Prog,Switzerland
"THORDENDAL'S SPECIAL DEFECTS, FREDRIK",1780,Experimental/Post Metal,Sweden
THORK,1055,Prog Folk,France
"THORNE, STEVE",1601,Crossover Prog,United Kingdom
THORS HAMMER,9884,Eclectic Prog,Denmark
THOSE DARN GNOMES,11105,Experimental/Post Metal,United States
THOSE WHO RIDE WITH GIANTS,12276,Post Rock/Math rock,Australia
THOU,12270,Experimental/Post Metal,United States
THOUGHT BUBBLE,12039,Progressive Electronic,United Kingdom
THOUGHT CHAMBER,2884,Progressive Metal,United States
THOUGHT GUILD,8578,Progressive Electronic,United States
THOUGHT INDUSTRY,3111,Progressive Metal,United States
THOUGHT MACHINE,7799,Crossover Prog,Canada
THOUGHT SPHERE,6208,Progressive Metal,Germany
THOUGHTS FACTORY,10411,Progressive Metal,Germany
THRAILKILL,10930,Progressive Metal,United States
THRANGH,6905,RIO/Avant-Prog,Italy
THREE COLOURS DARK,11364,Crossover Prog,United Kingdom
THREE MAN ARMY,6625,Crossover Prog,United Kingdom
THREE MONKS,5810,Rock Progressivo Italiano,Italy
THREE SEASONS,6550,Heavy Prog,Sweden
THREE SUNS,9218,Progressive Electronic,Austria
THREE TRAPPED TIGERS,7493,Post Rock/Math rock,United Kingdom
THREE WISE MONKEYS,8598,Crossover Prog,Australia
THREEMOVEMENTS,8072,Post Rock/Math rock,United Kingdom
THRESHOLD,333,Progressive Metal,United Kingdom
THRICE MICE,2312,Krautrock,Germany
THRILOS,9993,Symphonic Prog,Poland
THROBBING GRISTLE,6504,Progressive Electronic,United Kingdom
THROW DOWN BONES,12563,Krautrock,Italy
THROWAWAY,12438,RIO/Avant-Prog,United States
THTX,4706,Psychedelic/Space Rock,United States
THULE,2235,Heavy Prog,Norway
THUMPERMONKEY,5798,Crossover Prog,United Kingdom
THURSAFLOKKURINN,2021,Prog Folk,Iceland
THY CATAFALQUE,4198,Experimental/Post Metal,Hungary
TIA CARRERA,6299,Psychedelic/Space Rock,United States
"TIBBETTS, STEVE",2679,Jazz Rock/Fusion,United States
TIBET,623,Symphonic Prog,Germany
TIC CODE,12301,Post Rock/Math rock,United States
TICKET TO THE MOON,8441,Progressive Metal,Switzerland
"TICKMAYER, STEVAN KOVACS",4185,RIO/Avant-Prog,Serbia
TIDAL FLOOD,5546,Psychedelic/Space Rock,Greece
TIDELINE,2237,Jazz Rock/Fusion,Belgium
TIDES,3308,Experimental/Post Metal,United States
TIDES FROM NEBULA,4680,Experimental/Post Metal,Poland
TIDES OF MAN,9301,Post Rock/Math rock,United States
TIEMKO,334,Jazz Rock/Fusion,France
TIERE DER NACHT,3663,Krautrock,Multi-National
TIERPARK,10755,Post Rock/Math rock,Korea
"TIETCHENS, ASMUS",2653,Progressive Electronic,Germany
TIGER MOTH TALES,9197,Neo-Prog,United Kingdom
TIGRESS AND THE U-FRAIDEES,8424,RIO/Avant-Prog,United States
TIGROVA MAST,3647,RIO/Avant-Prog,Croatia
TILES,464,Heavy Prog,United States
TILION,1961,Rock Progressivo Italiano,Italy
TILLIAN,11104,Progressive Metal,Israel
TILLISON REINGOLD TIRANTI,12087,Eclectic Prog,Multi-National
TILT,10059,Crossover Prog,United Kingdom
TIME,7637,Eclectic Prog,United Kingdom
TIME,1479,Crossover Prog,Yugoslavia
TIME AND TIDE,1350,Neo-Prog,United States
TIME COLLAPSE,10109,Heavy Prog,Greece
TIME COLLIDER,10383,Neo-Prog,United Kingdom
TIME COLUMNS,5589,Post Rock/Math rock,United States
TIME DWELLERS,12314,Heavy Prog,Sweden
TIME GRID,7966,Progressive Metal,Switzerland
TIME HORIZON,7443,Neo-Prog,United States
TIME MACHINE,788,Progressive Metal,Italy
TIME OF ORCHIDS,3157,RIO/Avant-Prog,United States
TIME REQUIEM,1789,Progressive Metal,Sweden
TIME SHIFT ACCIDENT,11014,Jazz Rock/Fusion,Germany
TIME STRUCTURE,11341,Eclectic Prog,France
TIME SYMMETRY,3204,Progressive Metal,Spain
TIME TO BURN,11966,Experimental/Post Metal,France
TIME TRAVELLER,3886,Heavy Prog,Finland
TIME ZERO,6850,Experimental/Post Metal,United States
TIME'S FORGOTTEN,3219,Progressive Metal,Costa Rica
TIMECODE ALPHA,5276,Progressive Metal,Sweden
TIMELIGHT,9883,Crossover Prog,United States
TIMELINE,8760,Crossover Prog,Italy
TIMELOCK,693,Neo-Prog,Netherlands
"TIMEOUT DRAWER, THE",8077,Post Rock/Math rock,United States
TIMES UP,7317,Crossover Prog,United Kingdom
TIMESAILOR,6941,Progressive Metal,Turkey
TIMEWORN,11825,Experimental/Post Metal,Norway
TIMOTHY PURE,119,Crossover Prog,United States
TIN HAT,9412,RIO/Avant-Prog,United States
TIN HUEY,4940,Crossover Prog,United States
TIN SCRIBBLE,3562,Eclectic Prog,United States
TIN SPIRITS,9280,Crossover Prog,United Kingdom
TINKICKER,4016,Heavy Prog,Denmark
TINY FINGERS,10224,Psychedelic/Space Rock,Israel
TINYFISH,3014,Crossover Prog,United Kingdom
TIPOGRAPHICA,699,RIO/Avant-Prog,Japan
"TIPPETT GROUP, THE KEITH",4005,Jazz Rock/Fusion,United Kingdom
"TIPTON, JASUN",2597,Progressive Metal,United States
TIPU SABZAWAAR,7508,Progressive Electronic,Multi-National
TIPUTANI / EX ANCASTES,11551,Neo-Prog,Costa Rica
TIR NA NOG,4177,Prog Folk,Ireland
TIRED TREE,2276,Prog Related,Sweden
"TIRELLI, ARMANDO",995,Symphonic Prog,Uruguay
TIRILL,7686,Prog Folk,Norway
"TIRITH, THE",9602,Heavy Prog,United Kingdom
TISARIS,439,Symphonic Prog,Brazil
TITAN,2973,Psychedelic/Space Rock,United States
TITAN,7516,Experimental/Post Metal,Canada
TITAN TO TACHYONS,11499,RIO/Avant-Prog,United States
TITANIC,4609,Prog Related,Norway
TITUS GROAN,2238,Crossover Prog,United Kingdom
TMA-1,6774,Psychedelic/Space Rock,Spain
TMN,7172,Eclectic Prog,Switzerland
TMP (TOON MARTENS PROJECT),7620,Neo-Prog,Belgium
TNR,7580,Crossover Prog,Italy
TNVVNÜM,4988,Psychedelic/Space Rock,Estonia
TO BE,2313,Jazz Rock/Fusion,Germany
TO DESTROY A CITY,8153,Post Rock/Math rock,United States
TO THOSE WHO EXIST,10652,Experimental/Post Metal,Germany
TO-MERA,3070,Progressive Metal,United Kingdom
TOCCATA,1602,Symphonic Prog,Mexico
TODTGELICHTER,6812,Experimental/Post Metal,Germany
TOE,3103,Post Rock/Math rock,Japan
TOEHIDER,10302,Progressive Metal,Australia
TOG,11158,Jazz Rock/Fusion,Norway
TOHPATI BERTIGA,7946,Jazz Rock/Fusion,Indonesia
TOHPATI ETHNOMISSION,5700,Jazz Rock/Fusion,Indonesia
TOLERANCE,8131,Progressive Metal,Venezuela
"TOLONEN, JUKKA",3569,Jazz Rock/Fusion,Finland
TOM MOTO,5242,RIO/Avant-Prog,Italy
TOM'S HANK,11060,Eclectic Prog,United States
TOM'S STORY,11388,Post Rock/Math rock,Philippines
TOMAN,3764,Post Rock/Math rock,Belgium
TÓMARÚM,12463,Tech/Extreme Prog Metal,United States
TOMORROW,1369,Proto-Prog,United Kingdom
TOMORROW'S EVE,546,Progressive Metal,Germany
TOMORROW'S GIFT,1085,Jazz Rock/Fusion,Germany
TOMPOX,7496,Symphonic Prog,Hungary
TOMUTONTTU,8714,Progressive Electronic,Finland
TOMYDEEPESTEGO,3795,Experimental/Post Metal,Italy
