artist,title,artist_id,master_id,main_release_id,release_country,year,album_length,tracks,release_type,genres,styles,artist_profile
Ben O'Sullivan (2),girls and places,13864414,,29119000,UK,2004,0.0,8,['Album'],['Rock'],"['Acoustic', 'Indie Rock']","Ben first took up the guitar in his teens, launching his career in the
traditional way by playing covers in rough-neck South London pubs.
As he honed his distinctive take on acoustic/indie/rock, he introduced
more of his own songs into the live sets - gradually edging out the
covers to develop a recognisable voice of his own.

Lyrically compelling, he writes not just with wit but with the
honesty of experience - Last Six Strings in particular is a
song I defy any Londoner not to recognise a piece of him
or herself in. Perhaps that is the key to why his songs
really hit home: from the simple, pared-down beauty of
Sophie to the embitteredly anthemic Green Eyes and
Losing Me; they recall emotions as universal as they are
deeply personal.

It is this same rawness of emotion which characterises Ben's live sets.
The years of hard work since those early covers gigs combined with
his passionate and engaging live performance show that although still
occasionally (and delightfully) rough around the edges, Ben clearly
has the talent and the drive to become one of London's finest ever
singer/songwriters.
© Interested Bystander PR, August 2004


Dear Everyone,

Right, I've been putting this off for ages...
writing about myself on the website, but
then I thought, well I sing about myself
enough and go on about myself constantly,
so why buck the trend? So here we go;

I was never likely to be good at this
songwriting stuff, because as a teenager
listening almost exclusively to sixties pop
and nineties rock, I didn't really want to do
anything 'new' - there was just a few great
people I wanted to be like. After playing in
pubs, bars, cafe's, at brother-in-law's
birthdays etc... I realized that I was just
doing a bad impression of a sort of
Lennon/Springstein/Gallagher/Baez morph
(don't ask). Wake-up call. Either join a
cover's band and start earning some decent
money or start writing about what I know.
Which I then realized wasn't very much. So I
started writing what I think. Which is
marginally more. 

Don't get me wrong, I think there is a something to be said for just getting on stage and
singing rock and roll songs and looking cool and getting the girls, but that's not all there is.
Actually getting up and doing something that's totally your own is something that has struck
me as being more interesting recently - which also helps you get the girls.

It's a long road, and maybe one without an end, to getting to thinking yeah that's what I
wanted to write, and it's original, but things are moving along nicely.

Having regular gigs at relaxed and intimate venues has let me mess about with stuff (new
songs old songs, friendly (sometimes not so friendly) banter) and developing the on stage
version of me in general.

The bigger gigs are starting to follow in behind one another and there is some really nice
support slots coming up, which is always useful. If you've been to a gig and like what you've
seen/heard please sign up to the mailing list and come again.

Thanks for reading - I'm off to the toilet now to be sick.

Love

Ben


Later became known as BEN O'SULLIVAN AND THE NINE LIVES around 2006, which got renamed to Exit Hero from 2008"
Pipeline (7),Unbelievable Scenes,4159956,,12723476,UK,2004,0.0,12,['Album'],['Rock'],"['Alternative Rock', 'Britpop']","Indie band from Torquay, UK formed in September 2001."
Afflicted (8),Mirror,12703544,,26462696,UK,2004,49.95,15,['Album'],['Rock'],"['Industrial Metal', 'Nu Metal']","Nu Metal band from London, United Kingdom"
Men Diamler,"""The Heathen Sounds Of ... (Diam 1 - 2)""",1271049,,17320096,UK,2004,63.2,18,['Album'],['Rock'],"['Acid Rock', 'Experimental', 'Lo-Fi', 'Melodic Hardcore']",
Kurt Patrick Geier,Raintracks,12753758,,26573372,UK,2004,63.48,16,['Album'],['Rock'],[],German/Scottish singer songwriter (b.1972). Member of German band Renz bei Rechner.
Graeme Scott (7),Say Hello,12256921,,25521295,UK,2004,0.0,9,['Album'],['Rock'],[],
Rayne (10),A Kiss From God,8636772,,17060022,UK,2004,45.28,12,['Album'],['Rock'],['Alternative Rock'],
Brian Hopper,If Ever I Am,325276,,3017997,UK,2004,69.12,11,['Album'],['Rock'],['Prog Rock'],"Born January 3, 1943, in Canterbury, Kent. Brother of [a=Hugh Hopper]."
Steve Hackett,Live Archive 03,125989,,3200931,UK,2004,105.82,22,['Album'],['Rock'],['Prog Rock'],"Distinctive British guitarist, born February 12th 1950 in Pimlico, London, England. Rose to prominence for his work with Genesis, recording eight albums with them before leaving in 1977 and concentrating on a solo career."
Marillion,"Tivoli, Utrecht, Netherlands,  29 May 1997",218108,,10757009,UK,2004,131.88,21,['Album'],['Rock'],['Prog Rock'],"Marillion formed in Aylesbury, Buckinghamshire, England in 1979. Recording consistently since 1982, their output is generally regarded as comprising two distinct eras, that of original vocalist [a=Fish] who helmed the band at arguably their most popular (critically and commercially), and his replacement, former [a=Europeans] member [a=Steve Hogarth], who joined the band after Fish's departure in 1989. The band's differing styles between the two vocalists has often been known to divide fans."
Chton,Chtonian Lifecode,941551,,1091006,UK,2004,42.78,10,['Album'],['Rock'],['Death Metal'],
Martha Tilston,Bimbling,140121,,2132042,UK,2004,0.0,13,['Album'],['Rock'],['Folk Rock'],"Folk singer-songwriter, guitar player and vocalist from Bristol UK. Daughter of [a=Steve Tilston]. She was also in the band Mouse with [a=Nick Marshall]."
Fireapple Red,Fireapple Red,942110,,1109285,UK,2004,31.77,10,['Album'],['Rock'],"['Thrash', 'Hardcore', 'Punk']","Thrash, Hardcore, Punk band from London, UK
Les (Scotland/Belgium), Tarek (Norway/Morrocco), Green Dave (UK) and bassist Giorgio (Italy) met as schoolkids at the International School of Brussels, Belgium in about 1991…
Mid 1998 they all found themselves in and around London writing songs in the company of deathmetal-bedroom guitarist turned superfast skinsman, Red Dave.
2003, Miles Carrington appointed as their new bass player.

Red Dave - Drums
Tarek - Vocals
Green Dave - Guitar, Vocals
Les - Guitar, Vocals
Miles - Bass, Vocals"
Big Joan,Insects And Engines,648828,,1483933,UK,2004,30.58,10,['Album'],['Rock'],"['Noise', 'Punk', 'Experimental']",
Fast Lane Roogalator,Fast Lane Roogalator,4216695,,6567878,UK,2004,0.0,13,['Album'],['Rock'],"['Country Rock', 'Rock & Roll', 'Indie Rock', 'Blues Rock', 'Folk Rock']",
The Itchy Feet Trio,Cigarettes & Coffee Blues,3825642,,11626123,UK,2004,0.0,14,['Album'],['Rock'],['Rock & Roll'],
Sunlayer,V,1994016,,2517194,UK,2004,69.37,5,['Album'],['Rock'],"['Noise', 'Experimental']",
Worm (19),Hate,3007835,,4025575,UK,2004,0.0,9,['Album'],['Rock'],"['Nu Metal', 'Industrial']","Members include C.J. Arnfield, Titus Walker and Sacha King."
Ripchord (3),Choose Your War,4183473,,6492907,UK,2004,40.25,11,['Album'],['Rock'],['Southern Rock'],
Black Sun (2),Circus Of The Fallen,82371,,6903705,UK,2004,0.0,6,['Album'],['Rock'],"['Doom Metal', 'Experimental', 'Industrial']","Black Sun was formed in 1998 In Glasgow, Scotland by Russell McEwan (previously of Macrocosmica). Initially the band recorded under the name Black Sun Machine but the 'Machine' part of the name was dropped as McEwan returned to live drumming."
The Wildkatz,Time To Run,2311707,,8729560,UK,2004,0.0,15,['Album'],['Rock'],"['Rockabilly', 'Rock & Roll']",
The Tyrant Lizard Kings,Attack Of The Tyrant Lizard Kings,994975,,7110310,UK,2004,32.57,9,['Album'],['Rock'],"['Stoner Rock', 'Heavy Metal']","Stoner Rock/Metal band from Edinburgh, Scotland. Active from 2001 to 2010."
The Detours (4),Party Time,2557477,,11626128,UK,2004,0.0,14,['Album'],['Rock'],['Rock & Roll'],"British Rockabilly/Rock'n'Roll duo/trio, 1990s to late 2000s"
Mwsog,Cysur Cesail,6220504,,20862310,UK,2004,0.0,9,['Album'],['Rock'],"['Lo-Fi', 'Indie Rock']","post-classical-ambient band from St Asaph area [North Wales, UK]"
The Wild Roses,Jailbait Junkies,7879786,,27271776,UK,2004,0.0,9,['Album'],['Rock'],"['Hard Rock', 'Glam']",
Lyn Acton & Bossa Loco,Nova Jobim Volume 1,641252,,9196693,UK,2004,0.0,12,['Album'],['Rock'],[],
O.C.D. (2),Observing Capitalism's Defects,3466537,,4913679,UK,2004,29.72,20,['Album'],['Rock'],"['Hardcore', 'Punk']","Hardcore punk rock from Moray, Scotland. Formed in April 2004."
Inspire (8),Kick The Darkness,6397010,,11791102,UK,2004,0.0,9,['Album'],['Rock'],[],
Justin Grounds,Rise And Flow,1756343,,24169037,UK,2004,0.0,8,['Album'],['Rock'],"['Folk Rock', 'Indie Rock']","Irish violinist, composer and producer."
D.I.L.E,Is It A Kind Of Dream ?,7482475,,30879666,UK,2004,0.0,10,['Album'],['Rock'],['Punk'],
Cult Of Luna,Salvation,260046,,8361591,UK,2004,73.88,8,['Album'],['Rock'],"['Sludge Metal', 'Hardcore', 'Post Rock', 'Experimental']","Swedish metal band with members from Luleå and Umeå.

The band was formed in 1998 by [a=Klas Rydberg] and [a=Johannes Persson] after the Swedish hardcore band [a=Eclipse (22)] broke up. Cult of Luna's sound has progressed from early material being heavily doom metal influenced to one much less aggressive and more concerned with orchestration. Fans and critics have termed this sound post-metal. "
Bearded Lady,The Rise And Fall,710423,,3803086,UK,2004,0.0,11,['Album'],['Rock'],"['Hard Rock', 'Glam']",Pub rock from London. Formed in 1971 and broke up in 1977.
Dave Hughes (21),Shark Attack,6329873,,11626162,UK,2004,0.0,11,['Album'],['Rock'],['Rock & Roll'],
Hicksville Bombers,The Devil Made Us Do It,2311686,,32389080,UK,2004,0.0,16,['Album'],['Rock'],['Rockabilly'],
Frost (12),Talking To God,301255,,412220,UK,2004,44.52,9,['Album'],['Rock'],['Black Metal'],"Post-black metal project, formed by [a=Irrumator] of [a=Anaal Nathrakh] in 2000. They hail from Birmingham. After two albums on [l=Rage Of Achilles], [l=Southern Lord] released an EP. After a long hiatus the band was finally laid to rest in 2008."
The Blueprint,Phenomenology,447951,,2455715,UK,2004,46.08,11,['Album'],['Rock'],"['Alternative Metal', 'Progressive Metal']","In 2002 the fact that a band consisted of past and present members of earthtone9, Pitchshifter and Consumed was enough to spark some serious attention from the public and the media alike.But no-one expected the artistically expansive soundscape of their debut release, 'Zero, Zero, One'. Released through Copro records last year, it demonstrated a steely determination in the quintet to create organic, blistering emotive and intelligent rock music.

On June the 16 2003 the band will release their latest creation, an EP entitled Ecliptic.Following on from their 2002 debut Debut EP Zero zero one, it shows how the band have settled into their new collective and expanded upon the inventive strands of their handiwork.

Produced by the ubiquitous Andy Sneap, Ecliptic has a fulsome and distinctly edgy sound. As Guitarist Matt Grundy explains, ""We're really happy with the sound of this record, we got things to sound exactly as we'd imagined them when we were writing the songs.""

[b]Current Line-Up[/b]
Karl Middleton – vocals
Will Burchell – guitar, vocals
Matt Grundy – guitar, programming
Luke Moss – bass (2004 –)
Chris Billam – drums

[b]Former Members[/b]
Mark Clayden – bass (2000 – 2004)
"
David Longdon And The Magic Club,Wild River,3962423,,4995020,UK,2004,0.0,12,['Album'],['Rock'],['Folk Rock'],
The Grit,The Grit,1244233,,5065680,UK,2004,0.0,12,['Album'],['Rock'],"['Psychobilly', 'Punk']",British band from London.
Coley Park,Down At The Devilin' Tree,390567,,1922518,UK,2004,41.48,11,['Album'],['Rock'],['Indie Rock'],
My Dad Joe,My Dad Joe,4180701,,6487066,UK,2004,46.63,14,['Album'],['Rock'],['Punk'],
Gary Fletcher,The Official Bootleg Album,1217107,,8334566,UK,2004,59.97,16,['Album'],['Rock'],[],Bassist and singer
Yak (7),Dark Side Of The Duck,2336938,,2998731,UK,2004,32.25,8,['Album'],['Rock'],['Prog Rock'],"[b]YAK[/b] are a keyboard-led progressive rock band from the UK, founded in December 1982 by [a=Martin Morgan].
[b]Members[/b]: [a=Martin Morgan] (keys), [a=David Speight] (drums) & [a=Gary Bennett (9)] (bass)."
Nebukadnezza,Onslaught,2785524,,5637224,UK,2004,33.18,9,['Album'],['Rock'],['Thrash'],"Chaotic thrash metal band from London, UK.
Formed in 1998.
Contact: aliascs@aol.com"
Igor Belsky,Time Sensitive,5934720,,10693786,UK,2004,53.7,12,['Album'],['Rock'],['Hard Rock'],
Humousexual,Tahini Beach Party,1211568,,2656964,UK,2004,0.0,16,['Album'],['Rock'],['Lo-Fi'],
Steve Byrd,Rockabilly Boogie,336770,,13506284,UK,2004,0.0,28,['Album'],['Rock'],"['Rock & Roll', 'Surf', 'Rockabilly', 'Boogie Woogie']","Steve Byrd (born 25 September, 1955, Sheffield, South Yorkshire, England - died 2 October, 2016, Munich, Germany) was a British guitarist and session musician. In the mid-1970's he became a member of [a678868] performing on their second and third albums. In 1978 he joined [a819956] recording one album, before [a349634] asked him to join his band [a374018]. In 1982 he auditioned for [a71081] and became a long-term member of her backing band. Byrd also toured with many other artists. Later in his career he became Managing Director of [l981385] label."
Trend Abuse,"""Feed The Dream""",5791457,,11399369,UK,2004,45.63,12,['Album'],['Rock'],[],
Ashokan,Ashokan 2,1988779,,2509917,UK,2004,42.63,10,['Album'],['Rock'],"['Alternative Rock', 'Hard Rock']",
Human By Design,Love Is The Fifth Dimension,6398080,,11793886,UK,2004,0.0,11,['Album'],['Rock'],"['Prog Rock', 'Experimental', 'Neofolk']",
Claypigeon,Lazee Boiz,3366396,,18569581,UK,2004,45.18,12,['Album'],['Rock'],"['Ska', 'Punk']",
Sinpularctos,Militaristic Oath,1735360,,5710919,UK,2004,37.25,6,['Album'],['Rock'],['Black Metal'],"British one-man black metal band from Hertfordshire, England.
Founded in August 2003 and ended in January 2007."
Desolation Angels (4),Asylum,2899122,,5348552,UK,2004,54.43,13,['Album'],['Rock'],['Alternative Rock'],
The Hitchcock Rules,Issue #1,994847,,14518900,UK,2004,52.37,12,['Album'],['Rock'],[],"Indie rock band founded in 2004 in Cornwall, UK. Disbanded in 2010."
Hilrant,Life Is Very Short And So Am I,4436207,,8634321,UK,2004,67.08,13,['Album'],['Rock'],['Alternative Rock'],"U.K. artist from Caerphilly in the groups Jared/Hilrant and Death's Jest. There are over 27 HILRANT albums, as well as 8 by Death's Jest (Hilrants previous band). Not to mention various collections from earlier bands when HILRANT went under the moniker of BUZZ EARWIG. Earlier bands include: Blue Movie (Rock), SweetLeaf (Hard Rock), Buzz And The B.DAYS (Punk/Rock/Alternative), Strange Kettle Of Fish (Psychedelic/acoustic)"
MCD (13),Punk Loonies Live,5159167,,32887752,UK,2004,0.0,11,['Album'],['Rock'],"['Punk', 'Ska']",
Frog Stupid,Welcome To Frogsville,6688521,,30464630,UK,2004,0.0,12,['Album'],['Rock'],"['Ska', 'Punk', 'Indie Rock']",
Shard (5),inPerfection,7093493,,13475456,UK,2004,0.0,10,['Album'],['Rock'],"['Alternative Rock', 'Indie Rock']",
Used Alien Mind,Positive Mental Theme,4674996,,26016004,UK,2004,0.0,15,['Album'],['Rock'],"['Alternative Rock', 'Industrial']",
Jon Bickley,The Song Of The Eagle,614236,,18874711,UK,2004,0.0,11,['Album'],['Rock'],[],"Folk singer/songwriter from London, UK."
Johnothan Pram,Audio Taken From The Guinea Pig Series,4770340,,7857154,UK,2004,0.0,14,['Album'],['Rock'],['Avantgarde'],
The Mean Devils,A Date With Devils,3269260,,8474672,UK,2004,0.0,14,['Album'],['Rock'],"['Psychobilly', 'Rock & Roll']","Rockabilly band formed in Oporto, Portugal. Year: 2000. Meanwhile, The Mean Devils have played live worldwide."
Milltown Brothers,Rubberband ,267266,,7503920,UK,2004,93.78,27,['Album'],['Rock'],[],"English indie band from Colne, Lancashire.

Matt Nelson - vocals, guitar
Simon Nelson - guitar
James Fraser - bass
Barney Williams - piano
Nian Brindle - drums"
